Data Extract Date,WorkOrderKey,Work Order Description,Work Type,Work Criticality,EquipmentRef,Work Order Status,Condition For Work,Status Date,Target Finish Date,Schedule Start Date,Schedule Finish Date,Work Order Priority,Department,Discipline,Work Order Remaining Hours
"Sunday, March 31, 2019",1017,Work Order Description - 1017 - CM,CM,4.00,293636,WPLAN,TPS,7/26/2017,12/20/2018,5/2/2020,5/3/2020,3,MAINTENANCE,MECHANICAL,7
"Sunday, March 31, 2019",1018,Work Order Description - 1018 - CM,CM,3.00,247636,WSCHD,SYS-ISOL,5/17/2013,1/14/2020,5/2/2020,5/4/2020,2,MAINTENANCE,MECHANICAL,14
"Sunday, March 31, 2019",1020,Work Order Description - 1020 - CM,CM,4.00,326781,WSCHD,TPS,6/11/2015,11/2/2019,5/2/2020,5/2/2020,2,MAINTENANCE,MECHANICAL,7
"Sunday, March 31, 2019",1021,Work Order Description - 1021 - CM,CM,3.00,226527,WSCHD,NORM-OPS,6/9/2015,10/28/2019,5/2/2020,5/3/2020,2,MAINTENANCE,MECHANICAL,14
"Sunday, March 31, 2019",1022,Work Order Description - 1022 - CM,CM,3.00,226528,WSCHD,NORM-OPS,6/9/2015,12/4/2019,5/2/2020,5/3/2020,2,MAINTENANCE,MECHANICAL,14
"Sunday, March 31, 2019",1023,Work Order Description - 1023 - CM,CM,3.00,226420,WSCHD,TPS,6/9/2015,1/21/2019,5/2/2020,5/2/2020,2,MAINTENANCE,MECHANICAL,1
"Sunday, March 31, 2019",1026,Work Order Description - 1026 - CM,CM,4.00,322705,WSCHD,SYS-ISOL,6/10/2015,8/13/2019,9/7/2019,9/7/2019,3,MAINTENANCE,MECHANICAL,6
"Sunday, March 31, 2019",1027,Work Order Description - 1027 - CM,CM,4.00,322712,WSCHD,SYS-ISOL,7/21/2017,3/20/2019,4/13/2019,4/13/2019,3,MAINTENANCE,CONSTRUCTION,4
"Sunday, March 31, 2019",1028,Work Order Description - 1028 - CM,CM,4.00,327570,WSCHD,SYS-ISOL,7/21/2017,8/11/2019,9/7/2019,9/8/2019,3,MAINTENANCE,MECHANICAL,5
"Sunday, March 31, 2019",1029,Work Order Description - 1029 - CM,CM,4.00,322774,WSCHD,SYS-ISOL,7/21/2017,1/17/2019,9/28/2019,9/28/2019,3,MAINTENANCE,CONSTRUCTION,5
"Sunday, March 31, 2019",1031,Work Order Description - 1031 - CM,CM,4.00,327568,WSCHD,SYS-ISOL,6/10/2015,4/20/2019,9/7/2019,9/7/2019,4,MAINTENANCE,MECHANICAL,6
"Sunday, March 31, 2019",1032,Work Order Description - 1032 - CM,CM,3.00,323090,WSCHD,TPS,5/20/2013,7/15/2019,5/2/2020,5/2/2020,2,MAINTENANCE,CONSTRUCTION,6
"Sunday, March 31, 2019",1033,Work Order Description - 1033 - CM,CM,3.00,226417,WSCHD,TPS,5/20/2013,11/23/2019,5/2/2020,5/3/2020,4,MAINTENANCE,CONSTRUCTION,12
"Sunday, March 31, 2019",1034,Work Order Description - 1034 - CM,CM,4.00,399608,WSCHD,SYS-ISOL,2/12/2017,11/22/2019,9/7/2019,9/9/2019,2,MAINTENANCE,MECHANICAL,36
"Sunday, March 31, 2019",1036,Work Order Description - 1036 - CM,CM,4.00,659870,WPLAN,NORM-OPS,8/4/2018,11/14/2019,9/1/2019,9/15/2019,2,INTEGRITY,CONSTRUCTION,218
"Sunday, March 31, 2019",1037,Work Order Description - 1037 - CM,CM,4.00,314549,WPLAN,NORM-OPS,5/27/2018,5/27/2019,5/4/2019,5/6/2019,3,MAINTENANCE,MECHANICAL,34
"Sunday, March 31, 2019",1039,Work Order Description - 1039 - CM,CM,4.00,541967,SCHD,TPS,9/6/2018,7/10/2019,7/13/2019,7/13/2019,2,MAINTENANCE,MECHANICAL,30
"Sunday, March 31, 2019",1046,Work Order Description - 1046 - CM,CM,4.00,33996,WSCHD,SUBSYS-ISOL,6/21/2018,5/27/2019,9/7/2019,9/7/2019,3,MAINTENANCE,MECHANICAL,1
"Sunday, March 31, 2019",1056,Work Order Description - 1056 - CM,CM,4.00,83100,WPLAN,NORM-OPS,8/20/2018,8/17/2020,7/13/2019,7/14/2019,4,MAINTENANCE,MECHANICAL,32
"Sunday, March 31, 2019",1080,Work Order Description - 1080 - CM,CM,4.00,665126,WPLAN,NORM-OPS,10/8/2018,8/17/2020,7/13/2019,7/14/2019,4,INTEGRITY,MECHANICAL,8
"Sunday, March 31, 2019",1084,Work Order Description - 1084 - CM,CM,3.00,502628,WSCHD,PACK-ISOL,9/29/2013,7/30/2019,5/2/2020,5/4/2020,4,MAINTENANCE,MECHANICAL,29
"Sunday, March 31, 2019",1085,Work Order Description - 1085 - CM,CM,3.00,247130,WSCHD,TPS,6/4/2013,2/10/2019,6/5/2021,6/6/2021,3,MAINTENANCE,INSTRUMENTS,7
"Sunday, March 31, 2019",1122,Work Order Description - 1122 - CM,CM,4.00,666102,WSCHD,NORM-OPS,6/12/2013,1/12/2020,8/17/2019,8/17/2019,3,MAINTENANCE,MECHANICAL,8
"Sunday, March 31, 2019",1157,Work Order Description - 1157 - PRJ,PRJ,2.00,403916,SCHD,NORM-OPS,9/6/2018,7/29/2019,3/14/2020,3/14/2020,3,INTEGRITY,CONSTRUCTION,160
"Sunday, March 31, 2019",1228,Work Order Description - 1228 - CM,CM,3.00,578833,SCHD,TPS,5/30/2018,1/22/2019,7/13/2019,7/13/2019,4,WELLS,MECHANICAL,30
"Sunday, March 31, 2019",1264,Work Order Description - 1264 - CM,CM,3.00,322548,WSCHD,TPS,6/11/2015,6/6/2019,5/2/2020,5/3/2020,2,MAINTENANCE,MECHANICAL,7
"Sunday, March 31, 2019",1288,Work Order Description - 1288 - CM,CM,4.00,602950,SCHD,NORM-OPS,6/21/2018,11/1/2019,6/1/2018,6/1/2018,3,INTEGRITY,SUBSEA,12
"Sunday, March 31, 2019",1303,Work Order Description - 1303 - CM,CM,3.00,51659,WSCHD,NORM-OPS,7/17/2013,12/14/2019,6/29/2019,7/4/2019,3,MAINTENANCE,INSTRUMENTS,32
"Sunday, March 31, 2019",1305,Work Order Description - 1305 - CM,CM,3.00,545261,WSCHD,NORM-OPS,7/18/2013,11/1/2019,6/29/2019,7/4/2019,3,MAINTENANCE,INSTRUMENTS,36
"Sunday, March 31, 2019",1323,Work Order Description - 1323 - CM,CM,3.00,188479,SCHD,SYS-ISOL,7/18/2018,8/21/2019,7/20/2019,7/20/2019,2,MAINTENANCE,INSTRUMENTS,24
"Sunday, March 31, 2019",1341,Work Order Description - 1341 - CM,CM,4.00,519820,WSCHD,NORM-OPS,7/31/2013,11/4/2019,6/22/2019,6/22/2019,4,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",1376,Work Order Description - 1376 - CM,CM,3.00,267673,WPLAN,NORM-OPS,2/16/2018,3/31/2019,3/7/2020,3/9/2020,4,INTEGRITY,CONSTRUCTION,29
"Sunday, March 31, 2019",1392,Work Order Description - 1392 - CM,CM,3.00,50992,WSCHD,TPS,8/28/2013,12/28/2019,5/2/2020,5/15/2020,3,MAINTENANCE,INSTRUMENTS,96
"Sunday, March 31, 2019",1394,Work Order Description - 1394 - CM,CM,3.00,247283,WSCHD,TPS,6/8/2018,7/14/2019,5/3/2020,5/3/2020,4,MAINTENANCE,MECHANICAL,8
"Sunday, March 31, 2019",1419,Work Order Description - 1419 - PSCM,PSCM,1.00,361927,WSCHD,TPS,7/31/2015,1/1/2020,5/25/2019,5/28/2019,3,MAINTENANCE,MECHANICAL,37
"Sunday, March 31, 2019",1427,Work Order Description - 1427 - CM,CM,3.00,463338,SCHD,TPS,9/6/2018,7/25/2019,7/13/2019,7/13/2019,3,MAINTENANCE,MECHANICAL,63
"Sunday, March 31, 2019",1436,Work Order Description - 1436 - CM,CM,3.00,33597,WPLAN,TPS,6/3/2018,5/28/2019,5/2/2020,5/3/2020,3,MAINTENANCE,MECHANICAL,16
"Sunday, March 31, 2019",1453,Work Order Description - 1453 - BR,BR,3.00,215022,WSCHD,SUBSYS-ISOL,6/9/2015,1/3/2020,5/4/2019,5/5/2019,4,MAINTENANCE,MECHANICAL,11
"Sunday, March 31, 2019",1457,Work Order Description - 1457 - CM,CM,2.00,671179,WSCHD,TPS,11/17/2017,2/26/2019,5/2/2020,5/2/2020,4,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",1466,Work Order Description - 1466 - PRJ,PRJ,3.00,671787,WSCHD,NORM-OPS,9/11/2013,5/30/2019,4/27/2019,4/28/2019,2,MAINTENANCE,MECHANICAL,6
"Sunday, March 31, 2019",1486,Work Order Description - 1486 - CM,CM,3.00,323291,WSCHD,NORM-OPS,8/25/2017,9/17/2019,5/4/2019,5/4/2019,4,MAINTENANCE,MECHANICAL,1
"Sunday, March 31, 2019",1487,Work Order Description - 1487 - CM,CM,4.00,217953,SCHD,NORM-OPS,9/6/2018,8/16/2019,6/1/2019,6/1/2019,2,MAINTENANCE,MECHANICAL,56
"Sunday, March 31, 2019",1493,Work Order Description - 1493 - CM,CM,4.00,265963,SCHD,TPS,9/6/2018,10/8/2019,7/13/2019,7/13/2019,2,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",1494,Work Order Description - 1494 - CM,CM,4.00,17680,WSCHD,TPS,10/4/2013,11/13/2019,12/31/2020,1/1/2021,3,MAINTENANCE,INSTRUMENTS,8
"Sunday, March 31, 2019",1508,Work Order Description - 1508 - CM,CM,2.00,308495,WSCHD,NORM-OPS,2/9/2018,4/30/2019,5/25/2019,5/29/2019,3,MAINTENANCE,CONSTRUCTION,62
"Sunday, March 31, 2019",1511,Work Order Description - 1511 - CM,CM,4.00,76032,WPLAN,NORM-OPS,9/6/2017,11/27/2019,7/13/2019,7/15/2019,4,INTEGRITY,MECHANICAL,25
"Sunday, March 31, 2019",1520,Work Order Description - 1520 - CM,CM,4.00,361985,WSCHD,NORM-OPS,1/20/2014,1/18/2020,4/13/2019,4/13/2019,3,MAINTENANCE,SERVICES,2
"Sunday, March 31, 2019",1539,Work Order Description - 1539 - CM,CM,4.00,356957,WSCHD,NORM-OPS,10/21/2013,6/20/2019,11/2/2019,11/3/2019,3,MAINTENANCE,INSTRUMENTS,11
"Sunday, March 31, 2019",1543,Work Order Description - 1543 - BR,BR,4.00,261322,WSCHD,NORM-OPS,11/5/2013,6/2/2019,8/31/2019,8/31/2019,2,MAINTENANCE,MECHANICAL,7
"Sunday, March 31, 2019",1567,Work Order Description - 1567 - CM,CM,4.00,308651,WSCHD,NORM-OPS,10/29/2013,7/1/2019,6/1/2019,6/1/2019,2,MAINTENANCE,MECHANICAL,10
"Sunday, March 31, 2019",1569,Work Order Description - 1569 - CM,CM,4.00,671700,WSCHD,NORM-OPS,10/29/2013,7/1/2019,6/1/2019,6/1/2019,2,MAINTENANCE,MECHANICAL,10
"Sunday, March 31, 2019",1570,Work Order Description - 1570 - CM,CM,4.00,674890,WSCHD,NORM-OPS,10/29/2013,7/1/2019,6/1/2019,6/1/2019,2,MAINTENANCE,MECHANICAL,10
"Sunday, March 31, 2019",1571,Work Order Description - 1571 - CM,CM,4.00,357299,WSCHD,NORM-OPS,10/29/2013,7/1/2019,6/1/2019,6/1/2019,2,MAINTENANCE,MECHANICAL,10
"Sunday, March 31, 2019",1574,Work Order Description - 1574 - CM,CM,3.00,215026,WSCHD,SUBSYS-ISOL,7/7/2017,7/19/2019,9/7/2019,9/8/2019,3,MAINTENANCE,MECHANICAL,7
"Sunday, March 31, 2019",1578,Work Order Description - 1578 - CM,CM,4.00,363329,WSCHD,NORM-OPS,11/24/2013,7/24/2019,10/25/2019,10/27/2019,2,MAINTENANCE,INSTRUMENTS,20
"Sunday, March 31, 2019",1579,Work Order Description - 1579 - CM,CM,4.00,536648,WSCHD,NORM-OPS,11/24/2013,2/1/2019,9/7/2019,9/9/2019,2,MAINTENANCE,INSTRUMENTS,20
"Sunday, March 31, 2019",1593,Work Order Description - 1593 - BR,BR,4.00,161216,WSCHD,TPS,6/16/2018,1/10/2020,5/2/2020,5/3/2020,2,MAINTENANCE,MECHANICAL,1
"Sunday, March 31, 2019",1594,Work Order Description - 1594 - CM,CM,3.00,501915,WSCHD,NORM-OPS,11/6/2013,1/6/2019,5/4/2019,5/5/2019,2,MAINTENANCE,MECHANICAL,14
"Sunday, March 31, 2019",1617,Work Order Description - 1617 - CM,CM,3.00,35553,SCHD,TPS,9/6/2018,12/27/2019,7/13/2019,7/13/2019,2,MAINTENANCE,MECHANICAL,23
"Sunday, March 31, 2019",1622,Work Order Description - 1622 - CM,CM,3.00,319731,WSCHD,TPS,11/14/2013,3/6/2019,5/2/2020,5/2/2020,2,MAINTENANCE,CONSTRUCTION,8
"Sunday, March 31, 2019",1624,Work Order Description - 1624 - CM,CM,3.00,319731,WSCHD,TPS,11/13/2013,12/12/2018,5/2/2020,5/3/2020,2,MAINTENANCE,MECHANICAL,7
"Sunday, March 31, 2019",1677,Work Order Description - 1677 - CM,CM,4.00,125761,WPLAN,NORM-OPS,10/5/2015,10/4/2019,9/1/2019,9/2/2019,4,INTEGRITY,CONSTRUCTION,36
"Sunday, March 31, 2019",1679,Work Order Description - 1679 - CM,CM,3.00,326740,WSCHD,PACK-ISOL,11/25/2013,5/19/2019,5/2/2020,5/2/2020,2,MAINTENANCE,INSTRUMENTS,12
"Sunday, March 31, 2019",1683,Work Order Description - 1683 - CM,CM,3.00,501412,WSCHD,TPS,8/4/2014,12/19/2019,5/2/2020,5/2/2020,4,MAINTENANCE,CONSTRUCTION,2
"Sunday, March 31, 2019",1685,Work Order Description - 1685 - PM,PM,3.00,409660,WSCHD,PACK-ISOL,11/27/2013,5/21/2019,9/28/2019,9/28/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",1686,Work Order Description - 1686 - PM,PM,3.00,360542,WSCHD,PACK-ISOL,11/27/2013,10/5/2019,9/28/2019,9/28/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",1687,Work Order Description - 1687 - PM,PM,3.00,360543,WSCHD,PACK-ISOL,11/27/2013,12/5/2019,9/28/2019,9/28/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",1688,Work Order Description - 1688 - PM,PM,3.00,54310,WSCHD,PACK-ISOL,11/27/2013,1/29/2019,9/1/2019,9/1/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",1697,Work Order Description - 1697 - CM,CM,3.00,404640,WSCHD,NORM-OPS,3/21/2018,1/1/2020,6/13/2020,6/16/2020,4,MAINTENANCE,MECHANICAL,36
"Sunday, March 31, 2019",1706,Work Order Description - 1706 - CM,CM,3.00,353456,WSCHD,NORM-OPS,12/3/2013,11/2/2019,4/27/2019,4/28/2019,4,MAINTENANCE,MECHANICAL,10
"Sunday, March 31, 2019",1707,Work Order Description - 1707 - CM,CM,3.00,553383,WSCHD,NORM-OPS,6/23/2017,10/8/2019,9/28/2019,9/28/2019,4,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",1719,Work Order Description - 1719 - CM,CM,2.00,50802,WPLAN,TPS,7/26/2017,7/20/2019,5/3/2020,5/7/2020,2,INTEGRITY,MECHANICAL,44
"Sunday, March 31, 2019",1722,Work Order Description - 1722 - CM,CM,4.00,575115,WPLAN,NORM-OPS,2/14/2018,5/25/2019,8/31/2019,9/4/2019,4,INTEGRITY,CONSTRUCTION,64
"Sunday, March 31, 2019",1751,Work Order Description - 1751 - CM,CM,4.00,33412,WPLAN,NORM-OPS,3/30/2014,9/1/2020,4/27/2019,4/27/2019,4,INTEGRITY,CONSTRUCTION,14
"Sunday, March 31, 2019",1764,Work Order Description - 1764 - CM,CM,3.00,547538,WSCHD,TPS,6/11/2015,3/8/2019,5/2/2020,5/2/2020,4,MAINTENANCE,MECHANICAL,12
"Sunday, March 31, 2019",1768,Work Order Description - 1768 - CM,CM,2.00,33632,WSCHD,TPS,6/10/2015,1/4/2019,5/2/2020,5/3/2020,3,MAINTENANCE,MECHANICAL,7
"Sunday, March 31, 2019",1773,Work Order Description - 1773 - PM,PM,4.00,408340,SCHD,EQUIP-ISOL,3/22/2019,1/14/2020,3/30/2019,4/2/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",1775,Work Order Description - 1775 - PSPM,PSPM,1.00,248425,WSCHD,EQUIP-ISOL,10/15/2015,5/16/2019,11/30/2019,11/30/2019,1,INTEGRITY,CONSTRUCTION,0
"Sunday, March 31, 2019",1783,Work Order Description - 1783 - CM,CM,3.00,363226,WSCHD,PACK-ISOL,6/7/2018,8/18/2019,5/2/2020,5/3/2020,3,MAINTENANCE,CONSTRUCTION,12
"Sunday, March 31, 2019",1792,Work Order Description - 1792 - CM,CM,3.00,461046,SCHD,TPS,9/6/2018,8/30/2019,7/13/2019,7/13/2019,2,MAINTENANCE,MECHANICAL,1
"Sunday, March 31, 2019",1809,Work Order Description - 1809 - CM,CM,3.00,460949,SCHD,TPS,9/6/2018,10/11/2019,7/13/2019,7/13/2019,2,MAINTENANCE,MECHANICAL,24
"Sunday, March 31, 2019",1834,Work Order Description - 1834 - CM,CM,4.00,650444,WSCHD,NORM-OPS,1/19/2014,2/20/2019,4/21/2019,4/21/2019,4,OPERATIONS,MEDIC,1
"Sunday, March 31, 2019",1840,Work Order Description - 1840 - CM,CM,3.00,226434,WSCHD,TPS,6/9/2015,5/2/2019,5/2/2020,5/5/2020,2,MAINTENANCE,MECHANICAL,28
"Sunday, March 31, 2019",1845,Work Order Description - 1845 - CM,CM,3.00,375795,WPLAN,TPS,12/17/2018,12/20/2019,7/13/2019,7/20/2019,4,MAINTENANCE,CONSTRUCTION,96
"Sunday, March 31, 2019",1861,Work Order Description - 1861 - CM,CM,4.00,375585,SCHD,SYS-ISOL,6/21/2018,5/30/2019,7/13/2019,7/19/2019,4,INTEGRITY,CONSTRUCTION,205
"Sunday, March 31, 2019",1864,Work Order Description - 1864 - CM,CM,3.00,245877,WSCHD,TPS,6/9/2015,5/28/2019,5/2/2020,5/5/2020,3,MAINTENANCE,MECHANICAL,36
"Sunday, March 31, 2019",1865,Work Order Description - 1865 - CM,CM,3.00,493009,WSCHD,TPS,7/27/2017,9/30/2019,5/2/2020,5/5/2020,3,MAINTENANCE,MECHANICAL,26
"Sunday, March 31, 2019",1866,Work Order Description - 1866 - CM,CM,3.00,327377,WSCHD,TPS,6/15/2018,7/1/2019,5/2/2020,5/8/2020,3,MAINTENANCE,MECHANICAL,97
"Sunday, March 31, 2019",1867,Work Order Description - 1867 - CM,CM,3.00,33919,WSCHD,TPS,6/15/2018,7/1/2019,5/2/2020,5/5/2020,3,MAINTENANCE,MECHANICAL,48
"Sunday, March 31, 2019",1868,Work Order Description - 1868 - CM,CM,3.00,33920,WSCHD,TPS,6/15/2018,7/1/2019,5/2/2020,5/5/2020,3,MAINTENANCE,MECHANICAL,48
"Sunday, March 31, 2019",1873,Work Order Description - 1873 - CM,CM,3.00,138447,WSCHD,SYS-ISOL,7/21/2017,12/17/2018,12/1/2020,12/3/2020,3,MAINTENANCE,MECHANICAL,14
"Sunday, March 31, 2019",1877,Work Order Description - 1877 - CM,CM,4.00,402284,WSCHD,NORM-OPS,3/25/2019,9/15/2019,5/2/2020,5/2/2020,4,INTEGRITY,FABRIC,12
"Sunday, March 31, 2019",1905,Work Order Description - 1905 - CM,CM,4.00,666084,WPLAN,NORM-OPS,5/21/2017,3/8/2019,5/1/2019,5/1/2019,4,INTEGRITY,SUBSEA,6
"Sunday, March 31, 2019",1940,Work Order Description - 1940 - CM,CM,4.00,267676,WSCHD,NORM-OPS,2/22/2014,12/1/2018,5/25/2019,5/25/2019,4,MAINTENANCE,SAFETY,1
"Sunday, March 31, 2019",1942,Work Order Description - 1942 - CM,CM,3.00,228868,SCHD,SYS-ISOL,9/6/2018,12/21/2019,5/11/2019,5/11/2019,2,MAINTENANCE,MECHANICAL,57
"Sunday, March 31, 2019",1946,Work Order Description - 1946 - CM,CM,4.00,268043,WSCHD,NORM-OPS,7/6/2017,1/20/2020,4/20/2019,4/23/2019,3,DRILLING,DRILLING,44
"Sunday, March 31, 2019",1948,Work Order Description - 1948 - CM,CM,3.00,55898,SCHD,SYS-ISOL,9/6/2018,12/31/2018,5/11/2019,5/11/2019,2,MAINTENANCE,MECHANICAL,55
"Sunday, March 31, 2019",1960,Work Order Description - 1960 - CM,CM,4.00,470367,SCHD,NORM-OPS,9/6/2018,10/3/2019,6/1/2019,6/1/2019,2,MAINTENANCE,MECHANICAL,27
"Sunday, March 31, 2019",1978,Work Order Description - 1978 - CM,CM,4.00,674888,WSCHD,NORM-OPS,7/21/2017,10/1/2019,9/28/2019,9/28/2019,4,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",1979,Work Order Description - 1979 - CM,CM,3.00,29132,SCHD,TPS,7/6/2018,6/4/2019,7/13/2019,7/13/2019,2,INTEGRITY,INSTRUMENTS,16
"Sunday, March 31, 2019",2011,Work Order Description - 2011 - CM,CM,4.00,602950,SCHD,NORM-OPS,6/21/2018,11/1/2019,5/1/2019,9/25/2019,4,INTEGRITY,SUBSEA,6
"Sunday, March 31, 2019",2020,Work Order Description - 2020 - CM,CM,3.00,495413,WPLAN,TPS,7/26/2017,1/17/2020,5/4/2019,5/6/2019,3,MAINTENANCE,MECHANICAL,10
"Sunday, March 31, 2019",2021,Work Order Description - 2021 - BR,BR,3.00,247759,WPLAN,TPS,7/26/2017,1/16/2020,5/4/2019,5/5/2019,3,MAINTENANCE,MECHANICAL,10
"Sunday, March 31, 2019",2022,Work Order Description - 2022 - CM,CM,3.00,357262,WSCHD,NORM-OPS,7/6/2017,1/5/2019,9/7/2019,9/8/2019,2,MAINTENANCE,MECHANICAL,9
"Sunday, March 31, 2019",2065,Work Order Description - 2065 - CM,CM,3.00,308865,WSCHD,NORM-OPS,3/29/2014,4/1/2020,12/6/2019,12/6/2019,3,MAINTENANCE,ELECTRICAL,8
"Sunday, March 31, 2019",2078,Work Order Description - 2078 - CM,CM,4.00,468114,WSCHD,NORM-OPS,8/27/2015,1/19/2019,5/3/2019,5/3/2019,3,MAINTENANCE,MECHANICAL,4
"Sunday, March 31, 2019",2091,Work Order Description - 2091 - CM,CM,4.00,295923,WPLAN,NORM-OPS,2/27/2018,2/3/2019,6/1/2019,6/1/2019,3,INTEGRITY,CONSTRUCTION,24
"Sunday, March 31, 2019",2110,Work Order Description - 2110 - CM,CM,2.00,321199,WSCHD,NORM-OPS,7/6/2017,3/29/2019,8/31/2019,9/1/2019,4,MAINTENANCE,MECHANICAL,100
"Sunday, March 31, 2019",2111,Work Order Description - 2111 - CM,CM,4.00,80527,WPLAN,TPS,12/17/2018,9/8/2019,7/13/2019,7/13/2019,4,MAINTENANCE,MECHANICAL,8
"Sunday, March 31, 2019",2126,Work Order Description - 2126 - CM,CM,3.00,314298,WSCHD,SUBSYS-ISOL,7/5/2017,6/11/2019,4/6/2019,4/9/2019,3,MAINTENANCE,CONSTRUCTION,165
"Sunday, March 31, 2019",2135,Work Order Description - 2135 - CM,CM,2.00,546611,WSCHD,NORM-OPS,7/21/2017,4/1/2020,9/26/2021,9/26/2021,2,MAINTENANCE,MECHANICAL,2
"Sunday, March 31, 2019",2151,Work Order Description - 2151 - CM,CM,3.00,306212,SCHD,TPS,9/6/2018,10/29/2019,7/13/2019,7/13/2019,2,MAINTENANCE,MECHANICAL,16
"Sunday, March 31, 2019",2152,Work Order Description - 2152 - CM,CM,3.00,541965,SCHD,TPS,9/6/2018,9/7/2019,7/13/2019,7/13/2019,2,MAINTENANCE,MECHANICAL,17
"Sunday, March 31, 2019",2160,Work Order Description - 2160 - CM,CM,4.00,213813,WSCHD,NORM-OPS,4/18/2014,12/21/2018,6/22/2019,6/22/2019,4,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",2166,Work Order Description - 2166 - PM,PM,3.00,360354,WSCHD,PACK-ISOL,4/22/2014,4/26/2019,6/20/2019,6/20/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",2191,Work Order Description - 2191 - CM,CM,4.00,320250,SCHD,TPS,2/13/2019,2/6/2021,7/20/2019,7/20/2019,4,INTEGRITY,FABRIC,36
"Sunday, March 31, 2019",2193,Work Order Description - 2193 - CM,CM,2.00,357090,WSCHD,NORM-OPS,7/21/2017,4/30/2019,6/1/2019,6/1/2019,2,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",2265,Work Order Description - 2265 - CM,CM,3.00,520043,WSCHD,TPS,7/21/2017,2/1/2019,5/2/2020,5/4/2020,2,MAINTENANCE,MECHANICAL,30
"Sunday, March 31, 2019",2284,Work Order Description - 2284 - CM,CM,4.00,501537,SCHD,TPS,9/6/2018,8/23/2019,7/13/2019,7/13/2019,2,INTEGRITY,INSTRUMENTS,12
"Sunday, March 31, 2019",2285,Work Order Description - 2285 - CM,CM,4.00,491060,SCHD,NORM-OPS,7/6/2018,10/17/2019,6/8/2019,6/8/2019,2,INTEGRITY,INSTRUMENTS,12
"Sunday, March 31, 2019",2286,Work Order Description - 2286 - CM,CM,4.00,402744,SCHD,NORM-OPS,7/6/2018,7/2/2019,6/8/2019,6/8/2019,2,INTEGRITY,INSTRUMENTS,1
"Sunday, March 31, 2019",2305,Work Order Description - 2305 - CM,CM,3.00,460679,SCHD,TPS,9/6/2018,1/27/2019,7/13/2019,7/13/2019,2,MAINTENANCE,MECHANICAL,15
"Sunday, March 31, 2019",2306,Work Order Description - 2306 - CM,CM,3.00,460680,SCHD,TPS,9/6/2018,12/5/2018,7/13/2019,7/13/2019,2,MAINTENANCE,MECHANICAL,18
"Sunday, March 31, 2019",2307,Work Order Description - 2307 - CM,CM,3.00,29087,SCHD,TPS,7/18/2018,11/12/2019,7/13/2019,7/13/2019,2,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",2310,Work Order Description - 2310 - PM,PM,4.00,362499,WSCHD,EQUIP-ISOL,5/19/2014,3/28/2019,9/28/2019,9/29/2019,2,INTEGRITY,INSTRUMENTS,7
"Sunday, March 31, 2019",2334,Work Order Description - 2334 - CM,CM,4.00,215921,SCHD,NORM-OPS,2/13/2019,2/10/2021,2/11/2020,2/11/2020,4,INTEGRITY,FABRIC,68
"Sunday, March 31, 2019",2371,Work Order Description - 2371 - BR,BR,3.00,672480,SCHD,NORM-OPS,2/21/2019,12/31/2019,4/6/2019,4/6/2019,4,MAINTENANCE,ELECTRICAL,8
"Sunday, March 31, 2019",2393,Work Order Description - 2393 - CM,CM,3.00,375637,SCHD,SYS-ISOL,2/13/2019,6/13/2019,5/5/2019,5/11/2019,4,MAINTENANCE,CONSTRUCTION,399
"Sunday, March 31, 2019",2394,Work Order Description - 2394 - CM,CM,2.00,375637,WPLAN,SYS-ISOL,5/31/2018,1/1/2020,5/31/2019,6/11/2019,4,MAINTENANCE,CONSTRUCTION,190
"Sunday, March 31, 2019",2414,Work Order Description - 2414 - PSPM,PSPM,1.00,399545,WSCHD,EQUIP-ISOL,10/15/2015,8/1/2022,6/27/2021,6/27/2021,1,INTEGRITY,CONSTRUCTION,0
"Sunday, March 31, 2019",2429,Work Order Description - 2429 - PRJ,PRJ,4.00,227867,WPLAN,NORM-OPS,5/23/2017,6/14/2019,4/28/2019,6/17/2019,4,MAINTENANCE,INSTRUMENTS,168
"Sunday, March 31, 2019",2432,Work Order Description - 2432 - CM,CM,4.00,21141,SCHD,TPS,5/30/2018,10/13/2019,7/13/2019,7/13/2019,3,MAINTENANCE,MECHANICAL,83
"Sunday, March 31, 2019",2453,Work Order Description - 2453 - PM,PM,4.00,541013,WSCHD,NORM-OPS,7/21/2017,4/20/2019,6/30/2020,6/30/2020,2,MAINTENANCE,INSTRUMENTS,0
